_id;registrationNumber;body;type;title
60783efceee6c61821bf1ca0;00086;If COVID-19 is spreading in your community, stay safe by taking some simple precautions, such as physical distancing, wearing a mask, keeping rooms well ventilated, avoiding crowds, cleaning your hands, and coughing into a bent elbow or tissue. Check local advice where you live and work. Do it all!;;COVID-19
60783efceee6c61821bf1ca1;00086;If COVID-19 is spreading in your community, stay safe by taking some simple precautions, such as physical distancing, wearing a mask, keeping rooms well ventilated, avoiding crowds, cleaning your hands, and coughing into a bent elbow or tissue. Check local advice where you live and work. Do it all!;;COVID-19
60783efceee6c61821bf1ca2;00086;If COVID-19 is spreading in your community, stay safe by taking some simple precautions, such as physical distancing, wearing a mask, keeping rooms well ventilated, avoiding crowds, cleaning your hands, and coughing into a bent elbow or tissue. Check local advice where you live and work. Do it all!;;COVID-19
60783efceee6c61821bf1ca3;00086;If COVID-19 is spreading in your community, stay safe by taking some simple precautions, such as physical distancing, wearing a mask, keeping rooms well ventilated, avoiding crowds, cleaning your hands, and coughing into a bent elbow or tissue. Check local advice where you live and work. Do it all!;;COVID-19
60783efceee6c61821bf1ca4;00086;If COVID-19 is spreading in your community, stay safe by taking some simple precautions, such as physical distancing, wearing a mask, keeping rooms well ventilated, avoiding crowds, cleaning your hands, and coughing into a bent elbow or tissue. Check local advice where you live and work. Do it all!;;COVID-19
60783efceee6c61821bf1ca5;00086;If COVID-19 is spreading in your community, stay safe by taking some simple precautions, such as physical distancing, wearing a mask, keeping rooms well ventilated, avoiding crowds, cleaning your hands, and coughing into a bent elbow or tissue. Check local advice where you live and work. Do it all!;;COVID-19
60783efceee6c61821bf1ca6;00086;If COVID-19 is spreading in your community, stay safe by taking some simple precautions, such as physical distancing, wearing a mask, keeping rooms well ventilated, avoiding crowds, cleaning your hands, and coughing into a bent elbow or tissue. Check local advice where you live and work. Do it all!;;COVID-19
60783efceee6c61821bf1ca7;00086;If COVID-19 is spreading in your community, stay safe by taking some simple precautions, such as physical distancing, wearing a mask, keeping rooms well ventilated, avoiding crowds, cleaning your hands, and coughing into a bent elbow or tissue. Check local advice where you live and work. Do it all!;;COVID-19
60783efceee6c61821bf1ca8;00086;If COVID-19 is spreading in your community, stay safe by taking some simple precautions, such as physical distancing, wearing a mask, keeping rooms well ventilated, avoiding crowds, cleaning your hands, and coughing into a bent elbow or tissue. Check local advice where you live and work. Do it all!;;COVID-19
60783efceee6c61821bf1ca9;00086;If COVID-19 is spreading in your community, stay safe by taking some simple precautions, such as physical distancing, wearing a mask, keeping rooms well ventilated, avoiding crowds, cleaning your hands, and coughing into a bent elbow or tissue. Check local advice where you live and work. Do it all!;;COVID-19
60783efceee6c61821bf1caa;00086;If COVID-19 is spreading in your community, stay safe by taking some simple precautions, such as physical distancing, wearing a mask, keeping rooms well ventilated, avoiding crowds, cleaning your hands, and coughing into a bent elbow or tissue. Check local advice where you live and work. Do it all!;;COVID-19
60783efceee6c61821bf1cab;00086;If COVID-19 is spreading in your community, stay safe by taking some simple precautions, such as physical distancing, wearing a mask, keeping rooms well ventilated, avoiding crowds, cleaning your hands, and coughing into a bent elbow or tissue. Check local advice where you live and work. Do it all!;;COVID-19
60783efceee6c61821bf1cac;00086;If COVID-19 is spreading in your community, stay safe by taking some simple precautions, such as physical distancing, wearing a mask, keeping rooms well ventilated, avoiding crowds, cleaning your hands, and coughing into a bent elbow or tissue. Check local advice where you live and work. Do it all!;;COVID-19
60783efceee6c61821bf1cad;00086;If COVID-19 is spreading in your community, stay safe by taking some simple precautions, such as physical distancing, wearing a mask, keeping rooms well ventilated, avoiding crowds, cleaning your hands, and coughing into a bent elbow or tissue. Check local advice where you live and work. Do it all!;;COVID-19
60783efceee6c61821bf1cae;00086;If COVID-19 is spreading in your community, stay safe by taking some simple precautions, such as physical distancing, wearing a mask, keeping rooms well ventilated, avoiding crowds, cleaning your hands, and coughing into a bent elbow or tissue. Check local advice where you live and work. Do it all!;;COVID-19
60783efceee6c61821bf1caf;00086;If COVID-19 is spreading in your community, stay safe by taking some simple precautions, such as physical distancing, wearing a mask, keeping rooms well ventilated, avoiding crowds, cleaning your hands, and coughing into a bent elbow or tissue. Check local advice where you live and work. Do it all!;;COVID-19
60783efceee6c61821bf1cb0;00086;If COVID-19 is spreading in your community, stay safe by taking some simple precautions, such as physical distancing, wearing a mask, keeping rooms well ventilated, avoiding crowds, cleaning your hands, and coughing into a bent elbow or tissue. Check local advice where you live and work. Do it all!;;COVID-19
60783efceee6c61821bf1cb1;00086;If COVID-19 is spreading in your community, stay safe by taking some simple precautions, such as physical distancing, wearing a mask, keeping rooms well ventilated, avoiding crowds, cleaning your hands, and coughing into a bent elbow or tissue. Check local advice where you live and work. Do it all!;;COVID-19
60783efceee6c61821bf1cb2;00086;If COVID-19 is spreading in your community, stay safe by taking some simple precautions, such as physical distancing, wearing a mask, keeping rooms well ventilated, avoiding crowds, cleaning your hands, and coughing into a bent elbow or tissue. Check local advice where you live and work. Do it all!;;COVID-19
60783efceee6c61821bf1cb3;00086;If COVID-19 is spreading in your community, stay safe by taking some simple precautions, such as physical distancing, wearing a mask, keeping rooms well ventilated, avoiding crowds, cleaning your hands, and coughing into a bent elbow or tissue. Check local advice where you live and work. Do it all!;;COVID-19
60783efceee6c61821bf1cb4;00086;If COVID-19 is spreading in your community, stay safe by taking some simple precautions, such as physical distancing, wearing a mask, keeping rooms well ventilated, avoiding crowds, cleaning your hands, and coughing into a bent elbow or tissue. Check local advice where you live and work. Do it all!;;COVID-19
60783efceee6c61821bf1cb5;00086;If COVID-19 is spreading in your community, stay safe by taking some simple precautions, such as physical distancing, wearing a mask, keeping rooms well ventilated, avoiding crowds, cleaning your hands, and coughing into a bent elbow or tissue. Check local advice where you live and work. Do it all!;;COVID-19
60783efceee6c61821bf1cb6;00086;If COVID-19 is spreading in your community, stay safe by taking some simple precautions, such as physical distancing, wearing a mask, keeping rooms well ventilated, avoiding crowds, cleaning your hands, and coughing into a bent elbow or tissue. Check local advice where you live and work. Do it all!;;COVID-19
60783efceee6c61821bf1cb7;00086;If COVID-19 is spreading in your community, stay safe by taking some simple precautions, such as physical distancing, wearing a mask, keeping rooms well ventilated, avoiding crowds, cleaning your hands, and coughing into a bent elbow or tissue. Check local advice where you live and work. Do it all!;;COVID-19
60783efceee6c61821bf1cb8;00086;If COVID-19 is spreading in your community, stay safe by taking some simple precautions, such as physical distancing, wearing a mask, keeping rooms well ventilated, avoiding crowds, cleaning your hands, and coughing into a bent elbow or tissue. Check local advice where you live and work. Do it all!;;COVID-19
60783efceee6c61821bf1cb9;00086;If COVID-19 is spreading in your community, stay safe by taking some simple precautions, such as physical distancing, wearing a mask, keeping rooms well ventilated, avoiding crowds, cleaning your hands, and coughing into a bent elbow or tissue. Check local advice where you live and work. Do it all!;;COVID-19
60783efceee6c61821bf1cba;00086;If COVID-19 is spreading in your community, stay safe by taking some simple precautions, such as physical distancing, wearing a mask, keeping rooms well ventilated, avoiding crowds, cleaning your hands, and coughing into a bent elbow or tissue. Check local advice where you live and work. Do it all!;;COVID-19
60783efceee6c61821bf1cbb;00086;If COVID-19 is spreading in your community, stay safe by taking some simple precautions, such as physical distancing, wearing a mask, keeping rooms well ventilated, avoiding crowds, cleaning your hands, and coughing into a bent elbow or tissue. Check local advice where you live and work. Do it all!;;COVID-19
60783efceee6c61821bf1cbc;00086;If COVID-19 is spreading in your community, stay safe by taking some simple precautions, such as physical distancing, wearing a mask, keeping rooms well ventilated, avoiding crowds, cleaning your hands, and coughing into a bent elbow or tissue. Check local advice where you live and work. Do it all!;;COVID-19
60783efceee6c61821bf1cbd;00086;If COVID-19 is spreading in your community, stay safe by taking some simple precautions, such as physical distancing, wearing a mask, keeping rooms well ventilated, avoiding crowds, cleaning your hands, and coughing into a bent elbow or tissue. Check local advice where you live and work. Do it all!;;COVID-19
60783efceee6c61821bf1cbe;00086;If COVID-19 is spreading in your community, stay safe by taking some simple precautions, such as physical distancing, wearing a mask, keeping rooms well ventilated, avoiding crowds, cleaning your hands, and coughing into a bent elbow or tissue. Check local advice where you live and work. Do it all!;;COVID-19
60783efceee6c61821bf1cbf;00086;If COVID-19 is spreading in your community, stay safe by taking some simple precautions, such as physical distancing, wearing a mask, keeping rooms well ventilated, avoiding crowds, cleaning your hands, and coughing into a bent elbow or tissue. Check local advice where you live and work. Do it all!;;COVID-19
60783efceee6c61821bf1cc0;00086;If COVID-19 is spreading in your community, stay safe by taking some simple precautions, such as physical distancing, wearing a mask, keeping rooms well ventilated, avoiding crowds, cleaning your hands, and coughing into a bent elbow or tissue. Check local advice where you live and work. Do it all!;;COVID-19
60783d9db842a57c7d0ace0c;00086;Last year's retreat was so successful that we decided to do it again and invite families to join us. We will spend each morning in meetings and allow families to be together for the rest of the day. Breakfasts and dinners will be provided. This is your opportunity to have a voice in both product development and marketing. Send your suggestions for items to be placed on the agenda to Jane as soon as possible, and tell her how many persons will accompany you so she can make room reservations. Bring your best ideas and your swimsuits. You may check in anytime after 3:00 p.m. on Sunday. If for some reason you will not be able to attend, tell Jane who will represent you. She will also answer any questions you may have.;;announcement
607840bfb842a57c7d0ad11e;00086;I am sorry to report that Jane Doe has been hospitalized for observation regarding a recurring health problem. As some of you know, she has been taking medication for an ulcer for the past few months, but the problem persists. Although her desires are to be at work, her doctor insists that she undergo more tests. If all goes well, she expects to be back on Monday. In the meantime, please do your best to help with her work load, so she won't be swamped when she returns. Thanks for your help and consideration.!;;announcement
60784180b842a57c7d0ad1d2;00086;I think you will be pleased to know that Mr Sami Katar, formerly of Microsoft , is joining our staff and will be working closely with your accounts. Sami brings several years of marketing experience in ready-to-wear to this position and is well prepared to meet your specific needs.I will accompany John on his first visit to make the formal introductions. I am confident you will find him very knowledgeable and responsive. We hope to visit your office next week.;;announcement
607841d8b842a57c7d0ad228;00086;Please plan to attend a special meeting for all employees tomorrow at 1:00 p.m. in the lunchroom. We are establishing safety policies for all employees. Managers are requested to bring copies of all accident reports for the last two years.;;announcement
60784212b842a57c7d0ad261;00086;Please be aware that until further notice, all hiring will be put on hold. The current instability of the market suggests that we take time to assess our marketing strategies before we continue with expansion. We realize that some sections were hoping to add positions by the new year, and we hope we can return to that plan soon, but caution dictates that we move more slowly for a short time. This would be a good time to review our procedures and find out where we might become more efficient..;;announcement
60784265b842a57c7d0ad2b3;00086;Because of our recent software acquisition, we are changing our name. On February 29, 2022, we will officially become Bubble. We wanted you to hear it from us rather than from the news media. You can expect the same service and dedication to quality that you have come to expect from us over the years. Of course, now you also can expect terrific new additions to our product line.;;announcement
6078444eb842a57c7d0ad47b;00086;We announce an amazing team building the month. Get to ready to have a lot of fun. All emmployees will be together in the same place and we will have a lot of fun. this team building is very important so that we get to know each other better;;announcement
607844a2b842a57c7d0ad4ce;00086;Let's welcome our new employee Farah Katar amoung us. Welcome farah to our company. we hope we work together and improve our business. ;;announcement
60784847b842a57c7d0ad849;00086;Sports is very essential for every human life which keep them fit and fine and physical strength. It has great importance in each stage of life. It also improves the personality of peoples. Sports keep our all organ alert and heart becomes most stronger by regular playing some kind of sports. sports has always given priority from old ages and nowadays it has become more fascinating.;;spots
6078484eb842a57c7d0ad851;00086;Sports is very essential for every human life which keep them fit and fine and physical strength. It has great importance in each stage of life. It also improves the personality of peoples. Sports keep our all organ alert and heart becomes most stronger by regular playing some kind of sports. sports has always given priority from old ages and nowadays it has become more fascinating.;;sport benefits
60784854b842a57c7d0ad85a;00086;Sports is very essential for every human life which keep them fit and fine and physical strength. It has great importance in each stage of life. It also improves the personality of peoples. Sports keep our all organ alert and heart becomes most stronger by regular playing some kind of sports. sports has always given priority from old ages and nowadays it has become more fascinating.;;sports is important
6078487eb842a57c7d0ad886;00086;Nowadays technology also playing important role in sports to judge the fair game for winners, it helps to judge for car racer by seeing properly on the screen, also in cricket like some times when it becomes difficult to make the decision again technology is used. In every sport, it has been utilized for doing fair play and announce the winners. Research suggests that sports have the capacity to connect youth with positive thinking and provide positive development.;;sport and technology
60784886b842a57c7d0ad88f;00086;Nowadays technology also playing important role in sports to judge the fair game for winners, it helps to judge for car racer by seeing properly on the screen, also in cricket like some times when it becomes difficult to make the decision again technology is used. In every sport, it has been utilized for doing fair play and announce the winners. Research suggests that sports have the capacity to connect youth with positive thinking and provide positive development.;;sport & technology
6078488eb842a57c7d0ad89c;00086;Nowadays technology also playing important role in sports to judge the fair game for winners, it helps to judge for car racer by seeing properly on the screen, also in cricket like some times when it becomes difficult to make the decision again technology is used. In every sport, it has been utilized for doing fair play and announce the winners. Research suggests that sports have the capacity to connect youth with positive thinking and provide positive development.;;sports & technology
60784adbb842a57c7d0adad7;00086;There are so many ways that exercise can boost your mood: there?s the basic release of adrenalin and endorphins, and the improved confidence that comes from achieving new things (such as completing a sportive or getting closer to that goal). Cycling combines physical exercise with being outdoors and exploring new views. You can ride solo giving you time to process worries or concerns, or you can ride with a group which broadens your social circle. Former Hour Record holder Graeme Obree has suffered from depression through much of his life, and told us: ?Getting out and riding will help [people suffering with depression]? Without cycling, I don?t know where I would be.;;sport and cycling are funny
